candidate_id,dataset,row_index,reserve_role,source_ideal_sha256,normalized_reference_sha256,ast_sha256,line_count,ast_node_count,function_count,top_level_count,top_level_kinds,python_parseable,ast_round_trip_stable,exact_text_round_trip_stable,ast_rejects_appended_pass,comparator,machine_deterministic,construct_review_required,construct_approved,limitation
bipia-email-020,email,20,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-019,email,19,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-030,email,30,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-013,email,13,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-024,email,24,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-029,email,29,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-002,email,2,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-012,email,12,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-023,email,23,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-036,email,36,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-048,email,48,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-009,email,9,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-045,email,45,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-015,email,15,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-000,email,0,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-email-021,email,21,current_frame,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,,,,,,,,,,,closed_set_normalized_sentinel,True,True,False,no semantic paraphrases
bipia-code-029,code,29,current_frame,099f19515801cbda86a9c91978682a8c8a44e2ef475ac33e7d97e729f89b2176,099f19515801cbda86a9c91978682a8c8a44e2ef475ac33e7d97e729f89b2176,2de8e52d99d1d4a966a982afe7fc2cf97749b22a2db47fd29d8aeb371fa8c46a,8,53,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-047,code,47,current_frame,0f2fc5d3c2112ca2948ff97b1171d6a7f2a4dd9971242146615cced620b8ba63,0f2fc5d3c2112ca2948ff97b1171d6a7f2a4dd9971242146615cced620b8ba63,972dd1dcad1cdc594931d3b2b03340ad43dbfcd52b55f82f2b24ae99edb47608,6,32,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-046,code,46,current_frame,13147265a52907bf1f939dee4a48e7f0f98afe8df2a4843b157611b20b2a43ac,13147265a52907bf1f939dee4a48e7f0f98afe8df2a4843b157611b20b2a43ac,cce90af4b4f3496b9a48b72b0e2bb1318529204a0f0f6218af159d29757f935c,7,44,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-002,code,2,current_frame,224d6aa06dcf1dc40ad486e71ef5e2ea0d67eb8cc991aafc5f04c9f69a23daa3,224d6aa06dcf1dc40ad486e71ef5e2ea0d67eb8cc991aafc5f04c9f69a23daa3,8384dc3f8341a5710de009090c23460a97bd9c1830af364fb7cb4f5d95e0db35,18,88,3,6,Import;ImportFrom;ClassDef;Assign;Assign;For,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-007,code,7,current_frame,2883b6889d1dd835650bbe10dc1122a4ad45a71e0385b53b8c8c55bbbff58c48,2883b6889d1dd835650bbe10dc1122a4ad45a71e0385b53b8c8c55bbbff58c48,b1849b234bb1295b2a13fc0fdb2ce24c9b000f3281c1bf5ebc05c3a8190d38e5,7,52,1,3,ImportFrom;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-018,code,18,current_frame,2e54ea875aa1d9a7cc62d6bf9833759cdfdb24fe7814907fab01bed0f6649f72,2e54ea875aa1d9a7cc62d6bf9833759cdfdb24fe7814907fab01bed0f6649f72,de0983b2acf8c6189ef43fbaad03dfc45e224659689616e56c80c03a569f21b5,8,26,2,3,Import;ClassDef;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-006,code,6,current_frame,332bf4dbb21b6d5c5da13233bb14731252524b65a1545af72ee6ea5ace6196c4,332bf4dbb21b6d5c5da13233bb14731252524b65a1545af72ee6ea5ace6196c4,3aa2172459fd9a4e39a430ecc08b3b538926f665c57bc498401fe7304d8425d5,4,16,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-012,code,12,current_frame,33b5417928342c481d15e68161750be65672647d29b75684ce1d7c259ab0575d,33b5417928342c481d15e68161750be65672647d29b75684ce1d7c259ab0575d,ffbea909c9474a56936c9b768a439333f99c82a3de635a5ab6735e579495376f,5,19,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-042,code,42,current_frame,38063fb17b4d6936e7a07a0485a3597d49b79b37687d417d47e523db232f2dd9,38063fb17b4d6936e7a07a0485a3597d49b79b37687d417d47e523db232f2dd9,42fe33668cb5262fafc09ef90d96a8e2af5a1bd163a10652e89246e9ab0c6f5d,9,62,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-032,code,32,current_frame,43006881c5281337db5c0f8f6691eb2b556e96ea5c3d7aebb6f0106423baa7ba,43006881c5281337db5c0f8f6691eb2b556e96ea5c3d7aebb6f0106423baa7ba,4d7b130bc45b162de5ff17f552bd4351e4159ada3952b918a814575142114159,9,46,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-016,code,16,current_frame,47dba8abd0bbd92a28ee0b414a847300d533425e6c44e006673c50dfc2557929,47dba8abd0bbd92a28ee0b414a847300d533425e6c44e006673c50dfc2557929,fdd89f49c79ec7ff29de65c2738b8a173de5cc8542f97375033a32378fcd81c2,7,47,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-043,code,43,current_frame,48498b352e82134c994cb55d9116ef743b1b9ce5e90797e2f7fb98f2c8188fea,48498b352e82134c994cb55d9116ef743b1b9ce5e90797e2f7fb98f2c8188fea,8d6f25644d0da2cb334f92c520881cfa3f0dfc1a3aadc9850dbe44849b35c3bc,6,29,1,2,Import;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-036,code,36,current_frame,6a39a66f2f0238dc16b819965776895afec4d5aac6d15514cb025381aae0a45f,6a39a66f2f0238dc16b819965776895afec4d5aac6d15514cb025381aae0a45f,616681558419a016e0d042b98d392c93713cd0aca71eafc28786051a773c0353,12,47,2,4,Import;ImportFrom;FunctionDef;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-035,code,35,current_frame,6a3ceafed8975ca0320716b11b7a97d7e9fa1a84f8f79b3dc178e001cd1b28df,6a3ceafed8975ca0320716b11b7a97d7e9fa1a84f8f79b3dc178e001cd1b28df,6490ff53c8898e990e874adfc5a39f0822100eede691add38548ca98221c029a,17,96,1,3,Import;ImportFrom;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-001,code,1,current_frame,819d8ad576dcbeccd1139b339891eba592db68d27daa73038249d9f7e2756c2d,819d8ad576dcbeccd1139b339891eba592db68d27daa73038249d9f7e2756c2d,f49f2e43086510f4fddd74ac60c8233c957afbff4259eedc18ae77af1b5f9958,7,24,1,4,ImportFrom;Import;Expr;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-040,code,40,current_frame,89db8b066f3f4899d467cc20ad5ea6df4a9447457783d99b26b5b087e6656af2,89db8b066f3f4899d467cc20ad5ea6df4a9447457783d99b26b5b087e6656af2,d2d321abde075f449bffe92a8e54f56ef6aa93381fc2c502a9a8a598488a25c5,4,19,1,2,Import;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-009,code,9,current_frame,92821d42c7ed219e44310144157701bb92c45398d8b93401a8f383e7addd4b56,92821d42c7ed219e44310144157701bb92c45398d8b93401a8f383e7addd4b56,fd3305e74906dc53b7865347ae563594e21f5a6ac5e875cc5046177ea9381fa4,4,27,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-027,code,27,current_frame,a626fbcb632aace83697be31c03e148ae2d401a6d06b108f78a6b1aaa830f688,a626fbcb632aace83697be31c03e148ae2d401a6d06b108f78a6b1aaa830f688,2995159156913271d4c01ebba0f788653cb820f11d75296009dbf1e1a640c136,12,78,1,3,ImportFrom;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-044,code,44,current_frame,a9ea64f2b586d141a052c3ce86dea9adb5b6b499105d8682e762065532c55032,a9ea64f2b586d141a052c3ce86dea9adb5b6b499105d8682e762065532c55032,a4d3493ca5c87d4a753ff0dc3b115f453ef8783e067e136449d38f868d381a77,8,56,1,2,ImportFrom;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-015,code,15,current_frame,ae2979278e41318b6adc50242796f798931936756220de685ecfab4a4dc03b1a,ae2979278e41318b6adc50242796f798931936756220de685ecfab4a4dc03b1a,9b1f3d8c02397285ee9516e09cd33a075da50e9311805cb4654dd674f3278416,6,55,1,2,ClassDef;Assign,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-024,code,24,current_frame,b30d415cf7d339405524b4783993309bdb59496f162e78595555d1ef80f71086,b30d415cf7d339405524b4783993309bdb59496f162e78595555d1ef80f71086,1a10b0f5215b4e22d695a3d8ec3fc9f47dcbf004e29c62e74a9ea56eab6d29f1,16,79,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-023,code,23,current_frame,c4bcf89e43766e475930876e9c2df0cb2b9a9d7e671358b4919af053ec702ab0,c4bcf89e43766e475930876e9c2df0cb2b9a9d7e671358b4919af053ec702ab0,012e53ae59e55b6f03dfa4baa82f7063639c9999e1a40ea6a86e553e9e23f83f,5,40,1,2,Import;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-039,code,39,current_frame,c6f80d15fde6e4862096c69a52c3ea8809a6b106d9b98572e0b6411938acae50,c6f80d15fde6e4862096c69a52c3ea8809a6b106d9b98572e0b6411938acae50,9dcb49950af046e0bdf90ddd7e03445db3b964dc49553f6075d29d126e0bcc1a,11,60,1,2,ImportFrom;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-031,code,31,current_frame,caa91649c8df2afb3ae2c912a5a6345407915ae5aee2940ae2e435be32319fe9,caa91649c8df2afb3ae2c912a5a6345407915ae5aee2940ae2e435be32319fe9,f4da6a0ae2633fa43380830dc2b5de6211ab8c6f7aea8755af9cb20c6f416a6c,18,102,1,2,ImportFrom;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-008,code,8,current_frame,e670395050d3f50fb28b809927b1523773621279eca068d07ec49ad08b9f46f8,e670395050d3f50fb28b809927b1523773621279eca068d07ec49ad08b9f46f8,ce2e3040236d4e1c40797150bb58ac6139151e773321cf178d84a91c0152a374,11,45,1,3,ImportFrom;ImportFrom;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-000,code,0,current_frame,ef2cd1b08930b64d1661d2103bf26efcb944eaa95b546955c9751562b6ac4cb6,ef2cd1b08930b64d1661d2103bf26efcb944eaa95b546955c9751562b6ac4cb6,8f84df54e3715a0ee901785b11cc28840fb224b3afa9d276f4221fa381692868,10,48,1,3,Import;ImportFrom;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-005,code,5,current_frame,f03cbcb21e47007842cdcaa36a47262efc1e8e3ec53fa07f97b023fc8166d9b4,f03cbcb21e47007842cdcaa36a47262efc1e8e3ec53fa07f97b023fc8166d9b4,468247152773889e28ce529bb6c633aee76445ac6a29880e7306785d7ab091e4,14,76,1,4,Import;ImportFrom;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-037,code,37,current_frame,f4bc2461be64125628362c99d1e4014451e6d914c2bcc090e59de5a6bbf54b90,f4bc2461be64125628362c99d1e4014451e6d914c2bcc090e59de5a6bbf54b90,1fc49784dcf7c379d9d1f39616fa193a1f6cb9fc98cb8960e008736572363552,6,23,1,3,Import;ImportFrom;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-045,code,45,current_frame,f5036cfb6a79a36fba0115677e9e839207ad5f15818396e01e16cd83fe041bce,f5036cfb6a79a36fba0115677e9e839207ad5f15818396e01e16cd83fe041bce,88a61c180b5ab12ea7811aff4c83dda9f64d857268e676aa671dccf4f78cf6c6,12,91,1,4,Import;Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-033,code,33,current_frame,fa1fe656f7c11ea772c2832ec38c0b92415b4f29bfddfbdf3734f56ff6ed388d,fa1fe656f7c11ea772c2832ec38c0b92415b4f29bfddfbdf3734f56ff6ed388d,8771e6074c97110306844936d5fc907f93549ac093268c6c75b123668ff8a149,15,81,2,6,Import;ImportFrom;ClassDef;Assign;Assign;Assign,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-049,code,49,current_frame,fa79c4996ef0ce1669277e484cfaf711f35c502b67ca70b6d64c87e3dfe98fbc,fa79c4996ef0ce1669277e484cfaf711f35c502b67ca70b6d64c87e3dfe98fbc,f437cdddce2569977a6fef9170ed3f96996948ebea040472784f25fa660634f2,8,44,1,3,ImportFrom;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-048,code,48,code_reserve,055fef94c2ce2e47acbddf94debf32ef6c33bff25da2c705007c00163908703e,055fef94c2ce2e47acbddf94debf32ef6c33bff25da2c705007c00163908703e,1ea38f6f4e23ff9bf32ef2d230d26bb9b15c459b1bb0ef9ecda3b62161b21aa6,10,62,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-034,code,34,code_reserve,164731da59f86a2d8a7602778acfe1d8e544e83c87886f723ee61b2de3a4cba0,164731da59f86a2d8a7602778acfe1d8e544e83c87886f723ee61b2de3a4cba0,e08ee3cbd3e89d09b8ade34dd178e3e95fd7981b2475ae3bbb3e009997fabde3,8,41,1,3,ImportFrom;Import;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-038,code,38,code_reserve,29aa9a614e6e6dc446baca6e3f265e170bff48d59ec71f8654ed76ac54846d93,29aa9a614e6e6dc446baca6e3f265e170bff48d59ec71f8654ed76ac54846d93,535de5389c55ef95e801e95cf420bf4ef65bd35e7fe10d8933a0eeb5c5a3a9b5,7,45,1,2,ImportFrom;FunctionDef,True,True,True,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-028,code,28,code_reserve,374c065e1b360aac4d60a8cfaaefd8d63cf35e3241e7d9ae170de1d934e36612,374c065e1b360aac4d60a8cfaaefd8d63cf35e3241e7d9ae170de1d934e36612,864a0d264794be016b01fef84f089e2fa9ec10ab20bbb0510cb60e305c8373b5,5,36,1,1,FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-014,code,14,code_reserve,37d0dd8c23696e2e47e6ed1f7f1c2bed451f9437dbbf477124de1b308bc8e8c0,37d0dd8c23696e2e47e6ed1f7f1c2bed451f9437dbbf477124de1b308bc8e8c0,760ab4d834a55112b162800022c230e4ff3ef00c42852bf0e6b180b18556a0d0,5,23,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-021,code,21,code_reserve,399a77de134709211b171b1cbe87b9e62edb53ff896589c2e953626072751a1f,399a77de134709211b171b1cbe87b9e62edb53ff896589c2e953626072751a1f,bacf0e9bbeddadaf289e07cf7af2c230ac9dff29f2e2a26ddecf78cb3738246c,8,48,1,1,FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-041,code,41,code_reserve,5f2dad8f859e0c4a00554b2bc698dd11165639ad02f661dcc93b5eae3cd766d3,12013c20454e5e402177e791880b3c45f0dc3062a25c927089f432066d230689,2d93912d3c5941d9411ef214aad9207f2c8b70d4d320c3e4e8488d58a568a0a3,12,60,2,5,Import;ClassDef;Assign;Assign;Assign,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-019,code,19,code_reserve,65477c08600f0d9985384cf3edafabf540173fa4708891869bb7c40fa2f7e891,65477c08600f0d9985384cf3edafabf540173fa4708891869bb7c40fa2f7e891,ca21c1ef8a72c79e9c0d1a5d23f0b2462ac6a8295caecfe15c234c794b8cc11e,8,54,1,3,Import;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-010,code,10,code_reserve,767fa0d97c18d6007a1ec04cfa9466085faf43db3d39c0509aa18d5bf00fb3a3,767fa0d97c18d6007a1ec04cfa9466085faf43db3d39c0509aa18d5bf00fb3a3,b9d86871571c4ccca74cb90051bb1dbdf4a7fbc9a5504371c5d89ce2ade9740b,6,49,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-004,code,4,code_reserve,85732aae0f9e9fe9b995a180f6b6af0127c83aa77138337f92298d957978d6c7,85732aae0f9e9fe9b995a180f6b6af0127c83aa77138337f92298d957978d6c7,e8cecb571e494c06289c101424995ad61a8aeaf430646eb0043ff2099dd0acaa,4,16,1,2,ImportFrom;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-030,code,30,code_reserve,a3b0ee232456277222eab872c2605230705f81862ecab9c01343d163385442bb,a3b0ee232456277222eab872c2605230705f81862ecab9c01343d163385442bb,9df6cbcb62534f52c73a7c29b7a116f5b2ffdd8be2b36da325500395de71c218,6,42,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-026,code,26,code_reserve,aff43fa331ebbac7ac3ebb59dc74b72aa8816f13dae7f3c2f017327d90a14cf7,aff43fa331ebbac7ac3ebb59dc74b72aa8816f13dae7f3c2f017327d90a14cf7,66b68ac21a78ced79b1bf45bf4ed428953bb13f775daac3236863893d563d22c,28,265,3,5,Import;ImportFrom;Import;ClassDef;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-022,code,22,code_reserve,b2248e9a115acdccd731e70681080d9216a99d182061d931009fdf08047d3e59,b2248e9a115acdccd731e70681080d9216a99d182061d931009fdf08047d3e59,1244532f67dddb3e2fbb064a5992ac0cfe66733649d410119662fe1e616c687d,7,41,1,3,ImportFrom;Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-013,code,13,code_reserve,c7989eb546e69fa88019051cddd5ec1e9a8af3282d578249993db2aebaacfed5,c7989eb546e69fa88019051cddd5ec1e9a8af3282d578249993db2aebaacfed5,6951ec5a9ad7a5cdcccfdbc20f3bee203f72f3e083e78d5c36aa484c4bf084d5,8,24,2,3,Import;ClassDef;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-017,code,17,code_reserve,d17b161c77706c9eb82d620ba9ece12142fdfe5b3a967a14f351280bc2f42f64,d17b161c77706c9eb82d620ba9ece12142fdfe5b3a967a14f351280bc2f42f64,c34b078ea491188ad75103ef4e308fa91d75ca84afcd468bf5f376d2bd184086,8,75,1,2,Import;FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-011,code,11,code_reserve,d85b7966567bc517eb0bcd7ec755265168bb81ee550dfda3a785bfd8b932372b,d85b7966567bc517eb0bcd7ec755265168bb81ee550dfda3a785bfd8b932372b,cb06ecd2b2a7fdfc222cbf2161708d7c905bdac2970ae60824c8ab5b02206b59,2,11,1,1,FunctionDef,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
bipia-code-025,code,25,code_reserve,da07084b06aa2d8c53e277ccb1f7ef544aa12dae0381d2d985e011fb570255c0,da07084b06aa2d8c53e277ccb1f7ef544aa12dae0381d2d985e011fb570255c0,2be58bfd98bacfe20826b339f48b1583a2d4b6761f9f28b02ae0f1c3a6a910d4,17,89,1,9,Import;ImportFrom;ImportFrom;FunctionDef;Assign;Assign;Assign;Assign;While,True,True,False,True,python_ast_exact_structure,True,True,False,no execution or general semantic equivalence
